name,country,state,dealer_code,phone,street,city,zip,lat,lng,url
BMW of Sudbury,U.S,MA,31026,(508) 903-5300,128 Boston Post Rd,Sudbury,01776,42.36396979387917, -71.39488584585021,https://www.bmwofsudbury.com/
BMW of Shrewsbury,U.S,MA,46539,(508) 581-5500,770 Boston Turnpike,Shrewsbury,01545,42.277173774810514, -71.69362306092215,https://www.bmwofshrewsbury.com/
BMW of Norwood,U.S,MA,51007,(781) 762-2691,918 Providence Hwy,Norwood,02062,42.18120023062368, -71.18835904928278,https://www.bmwofnorwood.com/
BMW of Peabody,U.S,MA,10698,(978) 532-8300,221 Andover St,Peabody,01960,42.545937779327716, -70.94376890323747,https://www.bmwofpeabody.com/
BMW of Bel Air,U.S,MD,51009,(443) 640-1000,716 Belair Rd,Bel Air,21014,39.52237098328812, -76.35919617085075,https://www.bmwofbelair.com/
BMW of Annapolis,U.S,MD,32146,(410) 349-2509,25 Old Mill Bottom Rd N,Annapolis,21409,39.02368968408586, -76.47709273224355,https://www.bmwofannapolis.com/
BMW of Owings Mills,U.S,MD,48289,(410) 902-8700,9702 Reisterstown Rd,Owings Mills,21117,39.40608290697748, -76.7611986187324,https://www.bmwofowingsmills.com/
BMW of Catonsville,U.S,MD,40305,(410) 744-2000,6700 Baltimore National Pike,Baltimore,21228,39.29058985641942, -76.77027087640896,https://www.bmwofcatonsville.com/
BMW of Annapolis,U.S,MD,32146,(410) 349-9312,25 Old Mill Bottom Rd N,Annapolis,21409,39.023656343761644, -76.47701763039446,https://www.bmwofannapolis.com/
BMW of Towson,U.S,MD,51009,(667) 930-2458,700 Kenilworth Dr,Towson,21204,39.41091621352036, -76.61667202852713,https://www.bmwoftowson.com/
BMW of Rockville,U.S,MD,50948,(301) 984-8899,1300 Rockville Pike,Rockville,20852,39.066912231501014, -77.12709504573473,https://www.bmwofrockville.com/
Passport BMW,U.S,MD,35797,(301) 423-2700,4730 Auth Pl,Suitland,20746,38.82514154070267, -76.91921474389686,https://www.passportbmw.com/
BMW of Silver Spring,U.S,MD,79100,(301) 890-3000,3211 Automobile Blvd,Silver Spring,20904,39.07884220052114, -76.94559837641891,https://www.bmwofsilverspring.com/
BMW of Westbrook,U.S,ME,76472,(207) 854-3200,7 Saunders Way,Westbrook,04092,43.67464852770205, -70.33924294550916,https://www.bmwofwestbrook.com/
BMW of Traverse City,U.S,MI,33540,(231) 922-2002,2801 N US Highway 31 S,Traverse City,49684,44.72900543811253, -85.64709437244126,https://www.bmwoftraversecity.com/
BMW of Okemos,U.S,MI,29189,(517) 853-2600,2186 Jolly Rd,Okemos,48864,42.68240269864443, -84.45187663021714,https://www.bmwofokemos.com/
BMW of Ann Arbor,U.S,MI,50336,(734) 663-3309,501 Auto Mall Dr,Ann Arbor,48103,42.287108181802424, -83.8211606572234,https://www.bmwofannarbor.com/
BMW of Grand Blanc,U.S,MI,50888,(810) 695-4400,9099 Holly Rd,Grand Blanc,48439,42.900251757356656, -83.6303088050688,https://www.bmwofgrandblanc.com/
Zeigler BMW of Kalamazoo,U.S,MI,96774,(269) 375-4500,4201 Stadium Dr,Kalamazoo,49008,42.27025866226109, -85.63967570426246,https://www.zeiglerbmw.com/
BMW of Farmington Hills,U.S,MI,51049,(248) 306-6800,38700 Grand River Ave,Farmington Hills,48335,42.470624189830005, -83.42663270509038,https://www.bmwoffarmingtonhills.com/
Sharpe BMW,U.S,MI,86862,(616) 452-5101,1010 28th St SE,Grand Rapids,49508,42.91252247262467, -85.64060566089024,https://www.sharpebmw.com/
BMW of Rochester Hills,U.S,MI,50498,(248) 997-7700,45550 Dequindre Rd,Shelby Township,48317,42.62834740604816, -83.09015940138428,https://www.bmwofrochesterhills.com/
BMW of Bloomfield Hills,U.S,MI,51106,(248) 642-6565,1845 S Telegraph Rd,Bloomfield Hills,48302,42.61359126503175, -83.30639711487827,https://www.bmwbloomfieldhills.com/
BMW of Farmington Hills,U.S,MI,51049,(248) 473-8100,38700 Grand River Ave,Farmington Hills,48335,42.470640017513446, -83.42656833207687,https://www.bmwoffarmingtonhills.com/
Park Place BMW,U.S,MN,21359,(507) 282-9468,1200 S Broadway,Rochester,55904,44.05381270250663, -92.4927582436406,https://www.parkplace-bmw.com/
BMW of Minnetonka,U.S,MN,30821,(952) 303-7500,15802 Wayzata Blvd,Minnetonka,55391,44.972453582753985, -93.47930321660645,https://www.bmwofminnetonka.com/
Motorwerks BMW,U.S,MN,30414,(952) 888-2700,1300 American Blvd W,Bloomington,55420,44.860687217211506, -93.29609770126994,https://www.motorwerksbmw.com/
BMW of West St. Louis,U.S,MO,44013,(636) 227-5454,14417 Manchester Rd,Manchester,63011,38.593914967835964, -90.51735817644142,https://www.bmwofstlouis.com/
BMW of Springfield,U.S,MO,20416,(417) 889-9200,3500 E Sunshine St,Springfield,65809,37.17992047523074, -93.22291561883455,https://www.bmwofspringfield.com/
BMW of Kansas City South,U.S,MO,41681,(816) 501-2700,1200 W 104th St,Kansas City,64114,38.939043527842365, -94.60621471320694,https://www.bmwofkansascitysouth.com/
BMW of Columbia,U.S,MO,26273,(573) 446-2691,1900 I-70 Dr SW,Columbia,65203,38.96617121842817, -92.36709804573944,https://www.bmwofcolumbia.com/
BMW of Creve Coeur,U.S,MO,21181,(314) 301-1704,777 Decker Ln, Creve Coeur, 63141,38.669824428138845, -90.44622481691765,https://www.plazabmw.com/
Autohaus BMW of Maplewood,U.S,MO,24024,(314) 727-8870,3015 S Hanley Rd,St. Louis,63143,38.60965359431958, -90.33455184703492,https://www.autohausbmw.com/
Galleria BMW,U.S,MS,43384,(228) 232-0333,11282 Mandal Pkwy,D'Iberville,39540,30.450473258429664, -88.89853460499297,https://www.galleriabmw.com/
BMW of Jackson,U.S,MS,49543,(601) 354-2269,5320 I-55 N,Jackson,39211,32.30061758347772, -90.16507703616176,https://www.bmwofjackson.net/
BMW of Meridian,U.S,MS,41053,(601) 483-8131,1115 N Frontage Rd,Meridian,39301,32.38048582553681, -88.68060092027343,https://www.bmwofmeridian.com/
Valley Auto World BMW,U.S,NC,36752,(910) 867-7000,3822 Sycamore Dairy Rd,Fayetteville,28303,35.08032737145543, -78.94686941278042,https://www.valleyautoworldbmw.com/
BMW of Wilmington,U.S,NC,42766,(910) 392-2700,4920 New Centre Dr,Wilmington,28403,34.24289760217089, -77.87910615328845,https://www.bmwofwilmington.com/
Hendrick BMW,U.S,NC,66788,(866) 755-7302,6800 E Independence Blvd,Charlotte,28227,35.166165782719496, -80.74309349848299,https://www.hendrickbmw.com/
Flow BMW,U.S,NC,15268,(336) 788-3333,2565 Peters Creek Pkwy,Winston-Salem,27127,36.060619888911376, -80.25762587041646,https://www.flowbmw.com/
BMW of Southpoint,U.S,NC,26338,(919) 897-2137,225 Kentington Dr,Durham,27713,35.899316571968306, -78.94607114952953,https://www.bmwofsouthpoint.com/
BMW of Greensboro,U.S,NC,51991,(336) 323-3900,3902 W Wendover Ave,Greensboro,27407,36.06049126233213, -79.87815714343073,https://www.bmwofgreensboro.com/
BMW of Asheville,U.S,NC,33147,(828) 681-9900,1000 Ridgefield Blvd,Asheville,28806,35.480587338807936, -82.55358971091606,https://www.bmwofasheville.com/
BMW of Kinston,U.S,NC,16378,(252) 522-3611,1053 Hwy 258 N,Kinston,28504,35.26516278246487, -77.6423791612631,https://www.salebmw.com/
Leith BMW/BMW of Raleigh,U.S,NC,55200,(919) 876-5432,5603 Capital Blvd,Raleigh,27616,35.86336017426324, -78.5830145587808,https://www.leithbmw.com/
Hendrick BMW Northlake,U.S,NC,66788,(704) 379-3100,10720 Northlake Auto Plaza Blvd,Charlotte,28269,35.36787023868703, -80.83064541647018,https://www.hendrickbmwnorthlake.com/
BMW of Omaha,U.S,NE,61100,(402) 393-9700,14800 Branch St,Omaha,68154,41.26180510985503, -96.14521729905074,https://www.bmwofomaha.com/
BMW of Lincoln,U.S,NE,23071,(402) 479-7500,6701 Telluride Dr,Lincoln,68521,40.879801983153605, -96.68397218557345,https://www.bmwoflincoln.com/
Tulley BMW of Manchester,U.S,NH,16815,(603) 644-2691,170 Auto Center Rd,Manchester,03103,42.95056031730672, -71.43660189158052,https://www.tulleybmw.com/
Tulley BMW of Nashua,U.S,NH,16815,(603) 888-5050,147 Daniel Webster Hwy,Nashua,03060,42.72430754163383, -71.44613856275436,https://www.tulleybmw.com/
BMW of Stratham,U.S,NH,29461,(603) 772-0000,71 Portsmouth Ave,Stratham,03885,43.010916865211406, -70.91892926219941,https://www.bmwofstratham.com/
Open Road BMW of Edison,U.S,NJ,56738,(732) 839-4500,731 Route 1 Edison,NJ,08817,40.50946221390325, -74.38657922236703,https://www.openroadbmwedison.com/
Princeton BMW,U.S,NJ,42868,(609) 570-1520,3630 Quakerbridge Rd,Trenton,08619,40.260819942666124, -74.67740835861267,https://www.princetonbmw.com/
Flemington BMW,U.S,NJ,23418,(908) 788-2691,216 US Highway 202,Flemington,08822,40.48796320644211, -74.86126854511076,https://www.flemingtonbmw.com/
BMW of Bloomfield,U.S,NJ,26717,(973) 748-8200,425 Bloomfield Ave,Caldwell,07006,40.799700,-74.187200,https://www.bmwofbloomfield.com/
Paul Miller BMW,U.S,NJ,22227,(973) 696-6060,1515 Route 23 South,Wayne,07470,40.889800,-74.258800,https://www.paulmillerbmw.com/
Park Avenue BMW,U.S,NJ,68500,(201) 843-7900,530 Huyler St,South Hackensack,07606,40.856700,-74.061700,https://www.parkavebmw.com/
BMW of Ramsey,U.S,NJ,46579,(201) 258-6000,985 State Rt 17,Ramsey,07446,41.058800,-74.140200,https://www.bmwoframsey.com/
BMW of Mt. Laurel,U.S,NJ,31638,(856) 840-1400,1220 Route 73,Mt Laurel,08054,39.944200,-74.914300,https://www.bmwofmtlaurel.com/
BMW of Turnersville,U.S,NJ,21295,(856) 516-6500,3900 Route 42,Turnersville,08012,39.743700,-75.027700,https://www.bmwofturnersville.com/
BMW of Freehold,U.S,NJ,30462,(732) 984-6006,4225 Route 9 N,Freehold,07728,40.247000,-74.291600,https://www.bmwoffreehold.com/
BMW of Bridgewater,U.S,NJ,21102,(908) 287-1800,655 US Highway 202/206,Bridgewater,08807,40.594300,-74.624300,https://www.bmwofbridgewater.com/
Circle BMW,U.S,NJ,66771,(732) 440-1200,500 State Route 36,Eatontown,07724,40.204800,-74.062600,https://www.circlebmw.com/
BMW of Newton,U.S,NJ,34559,(973) 579-2600,119 Hampton House Rd,Newton,07860,41.065000,-74.750200,https://www.bmwofnewton.com/
BMW of Morristown,U.S,NJ,16856,(973) 455-0700,111 Ridgedale Ave,Morristown,07960,40.796300,-74.478000,https://www.bmwofmorristown.com/
BMW of Springfield,U.S,NJ,43005,(973) 379-7744,2105 Route 22 W,Union,07083,40.717500,-74.323400,https://www.bmwofspringfieldnj.com/
BMW of Atlantic City,U.S,NJ,30374,(609) 568-9200,6037 Black Horse Pike,Egg Harbor Township,08234,39.400500,-74.514400,https://www.bmwofatlanticcity.com/
BMW of Roxbury,U.S,NJ,26711,(973) 627-0700,840 Route 46,E Ledgewood,07852,40.875700,-74.580200,https://www.bmwofroxbury.com/
BMW of Tenafly,U.S,NJ,76350,(201) 568-9000,301 County Rd,Tenafly,07670,40.925800,-73.950700,https://www.bmwoftenafly.com/
Santa Fe BMW,U.S,NM,48291,(505) 474-0066,2578 Camino Entrada,Santa Fe,87507,35.636400,-106.002700,https://www.santafebmw.com/
Sandia BMW,U.S,NM,48401,(866) 428-9748,6001 Pan American Fwy NE,Albuquerque,87109,35.106900,-106.564800,https://www.sandiabmw.com/
Bill Pearce BMW,U.S,NV,26419,(775) 826-2100,11555 S Virginia St,Reno,89511,39.493900,-119.797500,https://www.billpearcebmw.com/
BMW of Las Vegas,U.S,NV,21294,(702) 570-0279,6900 W Sahara Ave,Las Vegas,89117,36.14525762090439, -115.24421646120912,https://www.bmwoflasvegas.com/
BMW of Henderson,U.S,NV,21294,(702) 570-0278,261 Auto Mall Dr,Henderson,89014,36.033500,-115.043900,https://www.bmwofhenderson.com/
BMW of Greenwich-Mamaroneck,U.S,NY,40808,(914) 670-0011,110 Midland Ave,Port Chester,10573,40.949800,-73.732500,https://www.bmwofgreenwich.com/
BMW of Brooklyn,U.S,NY,56000,(718) 759-5940,9326 4th Ave,Brooklyn,11209,40.696700,-73.969700,https://www.bmwofbrooklyn.com/
Habberstad BMW of Bay Shore,U.S,NY,40800,(631) 647-6700,600 Sunrise Hwy,Bay Shore,11706,40.738000,-73.256800,https://www.habberstadbmwofbayshore.com/
Keeler BMW,U.S,NY,51200,(518) 785-4197,1111 Troy Schenectady Rd,Latham,12110,42.751000,-73.756400,https://www.keelerbmw.com/
BMW of Bayside,U.S,NY,10695,(877) 244-9910,247-21 Northern Blvd,Douglaston,11362,40.757200,-73.773800,https://www.bmwbayside.com/
BMW of Buffalo,U.S,NY,52082,(716) 505-2100,8215 Main St,Williamsville,14221,42.991400,-78.823900,https://www.bmwofbuffalo.com/
Rallye BMW,U.S,NY,69000,(516) 393-0000,1 Brush Hollow Rd,Westbury,11590,40.778000,-73.640600,https://www.rallyebmw.com/
Wide World BMW,U.S,NY,25770,(845) 425-2600,125 E Route 59,Nanuet,10954,41.133900,-74.059200,https://www.wideworldbmw.com/
BMW of Manhattan,U.S,NY,65775,(212) 586-2269,555 W 57th St,New York,10019,40.764700,-73.993000,https://www.bmwnyc.com/
BMW of South Albany,U.S,NY,43383,(518) 463-3141,617 Route 9W,Ravena,12143,42.595700,-73.759600,https://www.bmwofsouthalbany.com/
BMW of Rochester,U.S,NY,34520,(585) 359-7373,4250 W Henrietta Rd,Rochester,14623,43.071600,-77.642900,https://www.bmwofrochester.com/
Burdick BMW,U.S,NY,86854,(315) 459-6000,5947 E Circle Dr,Cicero,13039,43.152200,-76.220900,https://www.burdickbmw.com/
BMW of Freeport,U.S,NY,41518,(516) 223-6160,100 Cleveland Ave,Freeport,11520,40.657000,-73.583100,https://www.bmwoffreeport.com/
BMW of the Hudson Valley,U.S,NY,21614,(845) 462-1030,2068 South Rd,Poughkeepsie,12601,41.653300,-73.876600,https://www.bmwhv.com/
BMW of Westchester,U.S,NY,33326,(914) 761-5555,543 Tarrytown Rd,White Plains,10607,41.028800,-73.773700,https://www.westchesterbmw.com/
Orange County BMW,U.S,NY,20989,(845) 782-4269,101 Maher Ln,Harriman,10926,41.313800,-74.126300,https://www.ocbmw.com/
Gault Auto Sport BMW,U.S,NY,21183,(607) 748-8244,2315 North St,Endicott,13760,42.094800,-75.965400,https://www.gaultbmw.com/
Habberstad BMW,U.S,NY,40800,(631) 271-7177,945 E Jericho Tpke,Huntington Station,11746,40.815400,-73.355400,https://www.habberstadbmw.com/
BMW of Southampton,U.S,NY,34521,(631) 283-0888,759 County Rd 39a,Southampton,11968,40.893800,-72.391100,https://www.bmwofsouthampton.com/
Competition BMW of Smithtown,U.S,NY,22800,(631) 265-2208,599 Middle Country Rd,St James,11780,40.858700,-73.185800,https://www.competitionbmw.com/
BMW of Mt. Kisco,U.S,NY,51826,(914) 614-0884,250 Kisco Ave,Mount Kisco,10549,41.207200,-73.726300,https://www.bmwofmountkisco.com/
BMW of North Canton,U.S,OH,xxxx,(330) 952-8462,6461 Whipple Ave NW, North Canton,44720,40.875005812497065, -81.42351534232881,https://www.prestonbmw.com/
Preston BMW,U.S,OH,20635,(330) 965-2766,7830 Market St,Boardman,44512,41.027400,-80.662600,https://www.prestonbmw.com/
BMW of Cincinnati North,U.S,OH,46631,(513) 782-2832,105 West Kemper Rd,Cincinnati,45246,39.145900,-84.462800,https://www.bmwofcincinnatinorth.com/
The BMW Store,U.S,OH,96717,(513) 271-8700,6131 Stewart Rd,Cincinnati,45227,39.145000,-84.442600,https://www.bmwstore.com/
BMW of Westlake,U.S,OH,56357,(440) 845-9333,24690 Sperry Dr,Westlake,44145,41.459300,-81.917400,https://www.bmwofwestlake.com/
Cain BMW,U.S,OH,96644,(330) 494-5588,6463 Whipple Ave NW,North Canton,44720,40.867900,-81.408400,https://www.cainbmw.com/
Voss Village BMW,U.S,OH,66641,(937) 433-5111,650 Miamisburg Centerville Rd,Dayton,45459,39.633400,-84.221000,https://www.vossbmw.com/
BMW of Akron,U.S,OH,46222,(330) 762-0791,500 W Exchange St,Akron,44302,41.073300,-81.518100,https://www.bmwakron.com/
BMW of Dayton,U.S,OH,31663,(937) 890-6200,7124 Poe Ave,Dayton,45414,39.882000,-84.202800,https://www.bmwofdayton.com/
BMW of Toledo,U.S,OH,16345,(419) 842-7900,7600 W Central Ave,Toledo,43617,41.693600,-83.633900,https://www.bmwoftoledo.com/
MAG BMW of Dublin,U.S,OH,25803,(614) 889-2571,6335 Perimeter Loop Rd,Dublin,43017,40.104000,-83.131900,https://www.magbmwofdublin.com/
Kelly BMW,U.S,OH,46615,(614) 471-2277,7660 N High St,Columbus,43235,40.047700,-82.919200,https://www.kellybmw.com/
BMW Cleveland,U.S,OH,95801,(440) 542-0600,6135 Kruse Dr,Solon,44139,41.388600,-81.480800,https://www.bmwcleveland.com/
Classic BMW,U.S,OH,96499,(440) 585-9990,2571 Som Center Rd,Willoughby Hills,44094,41.638600,-81.463000,https://www.classicbmw.com/
Jackie Cooper Imports,U.S,OK,35071,(866) 597-5676,939 W Memorial Rd,Oklahoma City,73114,36.061000,-95.891200,https://www.jackiecooperimports.com/
BMW of Tulsa,U.S,OK,25786,(918) 663-4444,9702 S Memorial Dr,Tulsa,74133,36.044400,-95.884400,https://www.bmwoftulsa.com/
Kuni BMW,U.S,OR,36021,(503) 828-0952,10999 SW Canyon Rd,Beaverton,97005,45.430900,-122.744600,https://www.kunibmw.com/
BMW of Eugene,U.S,OR,45332,(541) 342-1763,2100 Martin Luther King Jr Blvd,Eugene,97401,44.049200,-123.092000,https://www.bmwofeugene.com/
BMW of Bend,U.S,OR,40807,(541) 382-1711,1000 SE Division St,Bend,97702,44.062800,-121.308000,https://www.bmwofbend.com/
BMW Portland,U.S,OR,36459,(800) 226-7689,2001 SW Jefferson St,Portland,97201,45.534700,-122.654600,https://www.bmwportland.com/
Medford BMW,U.S,OR,49962,(541) 774-8450,4600 Grumman Dr,Medford,97504,42.344000,-122.868000,https://www.medfordbmw.com/
BMW of Salem,U.S,OR,39668,(503) 399-9541,2105 Lancaster Dr NE,Salem,97301,44.920500,-123.011500,https://www.bmwofsalem.com/
BMW of Reading,U.S,PA,34753,(877) 866-6272,1015 Lancaster Ave,Reading,19607,40.350200,-75.965800,https://www.bmwofreading.com/
Wyoming Valley BMW,U.S,PA,44721,(570) 287-1133,1470 Highway 315,Wilkes-Barre,18702,41.265600,-75.882900,https://www.wyomingvalleybmw.com/
Otto's BMW,U.S,PA,67600,(866) 265-7073,1275 Wilmington Pike,West Chester,19382,40.097900,-75.450200,https://www.ottosbmw.com/
Thompson BMW,U.S,PA,26776,(215) 340-3900,1800 E Lincoln Hwy,Doylestown,18901,40.330600,-75.126000,https://www.thompsonbmw.com/
BMW of Lancaster,U.S,PA,43336,(717) 569-4269,1530 Manheim Pike,Lancaster,17601,40.072000,-76.309700,https://www.bmwoflancaster.com/
Daniels BMW,U.S,PA,26200,(610) 820-2950,4600 Crackersport Rd,Allentown,18104,40.578600,-75.515700,https://www.danielsbmw.com/
BMW of Williamsport,U.S,PA,48081,(570) 567-2021,2467 Old Lycoming Rd,Williamsport,17701,41.227300,-77.031000,https://www.bmwofwilliamsport.com/
New Motors Inc.,U.S,PA,46672,(814) 868-4805,8670 Peach St,Erie,16509,42.050000,-80.091400,https://www.newmotorsbmw.com/
Apple BMW of York,U.S,PA,26713,(717) 845-6689,1370 Roosevelt Ave,York,17404,39.984300,-76.715300,https://www.applebmwofyork.com/
BMW of Devon,U.S,PA,40713,(610) 687-9350,20 Lancaster Ave,Devon,19333,40.045800,-75.414200,https://www.bmwofdevon.com/
BMW of the Main Line,U.S,PA,36640,(610) 668-2200,225 Bala Ave,Bala Cynwyd,19004,39.985200,-75.273200,https://www.bmwofthemainline.com/
Sun Motor Cars BMW,U.S,PA,26700,(800) 470-8133,6691 Carlisle Pike,Mechanicsburg,17050,40.228400,-76.930600,https://www.sunmotorcarsbmw.com/
Joel Confer BMW,U.S,PA,86732,(814) 237-5713,120 E Clinton Ave,State College,16803,40.831500,-77.856900,https://www.joelconferbmw.com/
BMW of Fort Washington,U.S,PA,50644,(215) 643-3322,440 Pennsylvania Ave,Fort Washington,19034,40.139900,-75.207900,https://www.bmwoffortwashington.com/
Laurel BMW,U.S,PA,66390,(888) 269-3130,14820 Route 30,Latrobe,15650,40.344400,-78.923500,https://www.laurelbmwpa.com/
Bobby Rahal BMW of South Hills,U.S,PA,26725,(724) 746-2600,2610 Washington Rd,Pittsburgh,15317,40.306700,-80.133600,https://www.bobbyrahalbmw.com/
Sewickley BMW,U.S,PA,86327,(412) 741-6400,526 Ohio River Blvd,Sewickley,15143,40.542300,-80.179800,https://www.sewickleybmw.com/
P & W BMW,U.S,PA,34910,(412) 682-0788,4801 Baum Blvd,Pittsburgh,15213,40.454400,-79.948600,https://www.pandwbmw.com/
A & L BMW,U.S,PA,86813,(412) 373-6071,3780 William Penn Hwy,Monroeville,15146,40.437100,-79.774300,https://www.anlbmw.com/
Tom Hesser BMW,U.S,PA,16734,(570) 343-1221,1001 N Washington Ave,Scranton,18509,41.426400,-75.654300,https://www.tomhesserbmw.com/
Autogermana BMW,U.S,PR,10742,(787) 474-7000,Calle Calaf 107,San Juan,00918,18.388000,-66.100000,https://www.autogermanabmw.com/
BMW of Warwick,U.S,RI,26703,(401) 824-2399,1515 Bald Hill Rd,Warwick,02886,41.705200,-71.498000,https://www.bmwofwarwick.com/
BMW of Newport,U.S,RI,43006,(401) 847-9600,1215 W Main Rd,Middletown,02842,41.518100,-71.297300,https://www.bmwofnewport.com/
BMW of Columbia,U.S,SC,31384,(803) 404-5400,250 Killian Commons Pkwy,Columbia,29203,34.053700,-81.145800,https://www.bmwofcolumbia.com/
Century BMW,U.S,SC,21470,(864) 234-6437,2934 Laurens Rd,Greenville,29607,34.851700,-82.336700,https://www.century-bmw.com/
Hilton Head BMW,U.S,SC,36634,(843) 815-1501,1230 Fording Island Rd,Bluffton,29910,32.287300,-80.920900,https://www.hiltonheadbmw.com/
Rick Hendrick BMW Charleston,U.S,SC,46826,(843) 763-8403,1518 Savannah Hwy,Charleston,29407,32.793100,-80.013200,https://www.rickhendrickbmw.com/
BMW of Florence,U.S,SC,36722,(843) 662-8711,2199 David H McLeod Blvd,Florence,29501,34.165600,-79.767300,https://www.bmwofflorence.com/
BMW of Myrtle Beach,U.S,SC,47212,(843) 848-6800,9367 Highway 17 Bypass,Surfside Beach,29575,33.709600,-78.901200,https://www.bmwofmyrtlebeach.com/
BMW of Sioux Falls,U.S,SD,35121,(866) 980-3526,1500 S Minnesota Ave,Sioux Falls,57105,43.514500,-96.735600,https://www.verneidebmw.com/
Rick Hill BMW,U.S,TN,56892,(423) 246-7421,865 E Stone Dr,Kingsport,37660,36.570100,-82.518600,https://www.rickhillbmw.com/
Roadshow BMW,U.S,TN,56802,(901) 365-2584,405 N Germantown Pkwy,Memphis,38018,35.052200,-89.850200,https://www.roadshowbmw.com/
BMW of Nashville,U.S,TN,21234,(615) 850-4040,4040 Armory Oaks Dr,Nashville,37204,36.149400,-86.789900,https://www.bmwofnashville.com/
BMW of Chattanooga,U.S,TN,21233,(423) 894-5660,6806 E Brainerd Rd,Chattanooga,37421,35.028100,-85.159400,https://www.bmwofchattanooga.com/
Grayson BMW,U.S,TN,16694,(865) 693-4555,10671 Parkside Dr,Knoxville,37922,35.928300,-84.050700,https://www.graysonbmw.com/
BMW of Beaumont,U.S,TX,21853,(409) 840-3585,1855 I-10,Beaumont,77701,30.085800,-94.164300,https://www.bmwofbeaumont.com/
BMW of El Paso,U.S,TX,36270,(915) 778-9381,6318 Montana Ave,El Paso,79925,31.751600,-106.328700,https://www.bmwofelpaso.com/
BMW of Wichita Falls,U.S,TX,50946,(940) 766-0293,315 Central Fwy,Wichita Falls,76306,33.876400,-98.540100,https://www.bmwofwichitafalls.com/
Autoplex BMW,U.S,TX,26840,(806) 359-2886,4200 S Georgia St,Amarillo,79110,35.164800,-101.884000,https://www.autoplexbmw.com/
BMW of Plano,U.S,TX,50923,(214) 778-2600,6800 Dallas Pkwy,Plano,75024,33.013800,-96.708000,https://www.bmwofplano.com/
BMW of Grapevine,U.S,TX,43786,(817) 912-4500,1111 E State Hwy 114,Grapevine,76051,32.934600,-97.078300,https://www.bmwofgrapevine.com/
Autobahn Motorcars,U.S,TX,47993,(817) 336-0885,1111 University Dr,Fort Worth,76107,32.738900,-97.362400,https://www.shopautobahn.com/
BMW of Austin,U.S,TX,26167,(512) 343-3590,7011 McNeil Dr,Austin,78729,30.356700,-97.738300,https://www.bmwofaustin.com/
BMW of South Austin,U.S,TX,44235,(512) 438-7500,5501 S IH 35 Frontage Rd,Austin,78744,30.180600,-97.776000,https://www.bmwofsouthaustin.com/
BMW of College Station,U.S,TX,43380,(979) 314-2000,3413 State Hwy 6 S,College Station,77845,30.621600,-96.313100,https://www.bmwofcollegestation.com/
BMW of West Houston,U.S,TX,43775,(832) 772-9000,20822 Katy Fwy,Katy,77449,29.735700,-95.749500,https://www.bmwwest.com/
BMW of Dallas,U.S,TX,26731,(972) 763-5528,6200 Lemmon Ave,Dallas,75209,32.923600,-96.891300,https://www.bmwofdallas.com/
Momentum BMW,U.S,TX,26747,(713) 596-3100,10002 Southwest Fwy,Houston,77074,29.735500,-95.470700,https://www.momentumbmw.com/
BMW of Houston North,U.S,TX,21471,(281) 775-4400,17730 North Fwy,Houston,77090,30.046600,-95.434200,https://www.bmwhoustonnorth.com/
Advantage BMW Midtown,U.S,TX,28628,(713) 289-1200,1305 Gray St,Houston,77002,29.742900,-95.379000,https://www.advantagebmwhouston.com/
BMW of Clear Lake,U.S,TX,51029,(281) 557-7000,15943 Gulf Fwy,Webster,77598,29.547100,-95.161600,https://www.bmwofclearlake.com/
BMW of The Woodlands,U.S,TX,45289,(936) 271-3000,17830 Interstate 45 S,The Woodlands,77384,30.213600,-95.469400,https://www.bmwofthewoodlands.com/
BMW of Temple,U.S,TX,42319,(254) 771-0128,1602 S General Bruce Dr,Temple,76504,31.063800,-97.368900,https://www.bmwoftemple.com/
BMW of Arlington,U.S,TX,40304,(817) 436-5700,1105 E Lamar Blvd,Arlington,76011,32.682400,-97.110000,https://www.bmwofarlington.com/
BMW of Lubbock,U.S,TX,50857,(806) 763-8041,6006 19th St,Lubbock,79407,33.585100,-101.870400,https://www.bmwLubbock.com/
Bert Ogden BMW,U.S,TX,13761,(956) 686-6666,3201 N 10th St,McAllen,78501,26.217000,-98.237100,https://www.bertogdenbmw.com/
Cardenas BMW,U.S,TX,10022,(956) 425-2400,210 N Loop 499,Harlingen,78550,26.191300,-97.695900,https://www.cardenasbmw.com/
BMW of Dallas Wholesale Parts Annex,U.S,TX,26731,(972) 895-3044,6200 Lemmon Ave,Dallas,75209,32.923600,-96.891300,https://www.bmwofdallas.com/
BMW of Corpus Christi,U.S,TX,44812,(361) 991-5555,4225 S Staples St,Corpus Christi,78411,27.707800,-97.369800,https://www.bmwofcorpuschristi.com/
BMW of Tyler,U.S,TX,43552,(903) 561-7049,2401 W Southwest Loop 323,Tyler,75701,32.306400,-95.326700,https://www.bmwoftyler.com/
BMW of San Antonio,U.S,TX,42164,(210) 732-7121,15507 W Interstate 10,San Antonio,78249,29.495400,-98.556300,https://www.bmwofsanantonio.com/
BMW of the Permian Basin,U.S,TX,45533,(432) 522-5900,5715 Andrews Hwy,Midland,79706,31.984200,-102.155000,https://www.bmwofthepermianbasin.com/
BMW of Murray,U.S,UT,55806,(801) 262-2479,4735 State St,Murray,84107,40.659200,-111.887600,https://www.bmwofmurray.com/
